"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ZNF180",4.90505763539595e-06,0.58278186181511,0.807,0.5,0.0518170288603228,"1","ZNF180"
"LAP3",4.93066336626491e-06,0.412629010390122,0.989,0.885,0.0520875278012225,"1","LAP3"
"SHISA4",4.94405604967163e-06,0.445759270483078,0.966,0.633,0.0522290081087311,"1","SHISA4"
"RC3H1",4.98019282613171e-06,0.398952147794496,1,0.972,0.0526107570152554,"1","RC3H1"
"RUBCN",5.07207514344188e-06,0.470471518818788,1,0.917,0.05358140181532,"1","RUBCN"
"CDON",5.08976761093294e-06,0.425788302541942,0.682,0.349,0.0537683050418956,"1","CDON"
"AIFM2",5.10742459214342e-06,0.469475013846276,0.989,0.748,0.0539548333914031,"1","AIFM2"
"ZFYVE16",5.1845096624703e-06,0.330028217825555,0.989,0.839,0.0547691600743363,"1","ZFYVE16"
"GDPGP1",5.18797603876742e-06,0.409663239212852,1,0.995,0.054805778873539,"1","GDPGP1"
"CNBP",5.25892372782444e-06,0.251142469138204,1,0.995,0.0555552702607374,"1","CNBP"
"NEK9",5.26538336664828e-06,0.417758367103327,0.989,0.835,0.0556235098852724,"1","NEK9"
"EDC3",5.33879737218967e-06,0.337119822734151,0.966,0.798,0.0563990554398117,"1","EDC3"
"INSIG2",5.34453993639161e-06,0.363324386117704,0.955,0.679,0.056459719888041,"1","INSIG2"
"ZBTB21",5.38518883530514e-06,0.304859289205826,0.977,0.661,0.0568891348561635,"1","ZBTB21"
"THOP1",5.43165615796148e-06,0.533775495140364,0.989,0.803,0.0573800156527051,"1","THOP1"
"TCEANC",5.46815404423029e-06,0.630137412053622,0.489,0.243,0.0577655793232488,"1","TCEANC"
"NDUFB10",5.47713627541135e-06,0.318856743417868,1,0.977,0.0578604676134455,"1","NDUFB10"
"TMEM87B",5.49161958796063e-06,0.298477460191847,0.989,0.812,0.0580134693272161,"1","TMEM87B"
"ZNF726",5.51546925953161e-06,0.274259860512142,0.693,0.335,0.058265417257692,"1","ZNF726"
"MTA3",5.56550131447509e-06,0.340796959155539,0.966,0.794,0.0587939558861148,"1","MTA3"
"MRPS7",5.58971983188883e-06,0.295468060762878,1,0.982,0.0590498003040736,"1","MRPS7"
"RAP2C",5.59642674824445e-06,0.337075756313316,0.966,0.826,0.0591206521684544,"1","RAP2C"
"C6orf132",5.6567622406245e-06,0.325829923305121,0.966,0.761,0.0597580363099572,"1","C6orf132"
"CHMP2B",5.66393899892326e-06,0.343277398646777,1,0.954,0.0598338515846253,"1","CHMP2B"
"SGPL1",5.70084383921809e-06,0.421036939816399,1,0.945,0.0602237143175,"1","SGPL1"
"AUNIP",5.74473236292228e-06,0.498679412250538,0.92,0.638,0.0606873526819109,"1","AUNIP"
"TRIM59-IFT80",5.78230464087781e-06,0.699222462234752,0.909,0.633,0.0610842662262332,"1","TRIM59-IFT80"
"SLC25A23",5.79360717911648e-06,0.321621431417433,0.886,0.56,0.0612036662401865,"1","SLC25A23"
"AURKAIP1",5.82117507064162e-06,0.337248050247679,1,0.977,0.061494893446258,"1","AURKAIP1"
"PI4KA",5.86629563548158e-06,0.414401458825703,1,0.885,0.0619715470932274,"1","PI4KA"
"CPE",5.87281172959031e-06,0.522750516510231,0.943,0.716,0.062040383111392,"1","CPE"
"MAP4K3",5.88278094015848e-06,0.374158439562122,0.932,0.683,0.0621456978518342,"1","MAP4K3"
"RAB6A",5.94063533521094e-06,0.374089303592549,1,0.991,0.0627568716811684,"1","RAB6A"
"NIFK",5.94111676543996e-06,0.30608353637664,0.977,0.858,0.0627619575101077,"1","NIFK"
"KRT8",5.9809025787505e-06,0.392647349680894,0.989,1,0.0631822548419203,"1","KRT8"
"CFAP36",6.01275342804186e-06,0.542493019244593,1,0.872,0.0635187272138342,"1","CFAP36"
"ZDHHC9",6.04506034340702e-06,0.441927783155579,0.966,0.784,0.0638600174677517,"1","ZDHHC9"
"SLC20A2",6.0822301892749e-06,0.309018308730362,0.989,0.908,0.0642526797195,"1","SLC20A2"
"RAPGEF1",6.08689718939459e-06,0.352943488323318,0.977,0.812,0.0643019819087645,"1","RAPGEF1"
"ZNF668",6.15392311442697e-06,0.575153931301731,0.864,0.537,0.0650100437808065,"1","ZNF668"
"COA4",6.15902788170253e-06,0.290367123133045,0.989,0.94,0.0650639705423055,"1","COA4"
"GANC",6.17672142988468e-06,0.388752600199337,0.977,0.936,0.0652508851853018,"1","GANC"
"MTA1",6.17729201968231e-06,0.362253924078884,0.977,0.881,0.0652569128959239,"1","MTA1"
"RABEPK",6.17769134492185e-06,0.407023540025651,0.932,0.711,0.0652611313677545,"1","RABEPK"
"AP3D1",6.22718382925491e-06,0.40503143271345,1,0.968,0.0657839699722489,"1","AP3D1"
"PER3",6.23224253937238e-06,0.356246156357331,0.92,0.615,0.0658374101859298,"1","PER3"
"XRN1",6.32765742780705e-06,0.446147584778318,0.943,0.881,0.0668453730673537,"1","XRN1"
"RHNO1",6.38237455174995e-06,0.359389700403532,1,0.839,0.0674234047646864,"1","RHNO1"
"SLC30A6",6.40394915008002e-06,0.500058698886405,0.898,0.569,0.0676513188214454,"1","SLC30A6"
"E4F1",6.46206260590532e-06,0.401292608167434,0.977,0.674,0.0682652293687838,"1","E4F1"
"CDK2AP1",6.47300170464327e-06,0.421632332731503,1,0.922,0.0683807900078515,"1","CDK2AP1"
"TCF20",6.52400560241517e-06,0.34431609139712,0.852,0.601,0.0689195951839139,"1","TCF20"
"FBRS",6.53698793096069e-06,0.333478937763083,0.966,0.725,0.0690567405026687,"1","FBRS"
"SNRPD3",6.57231125500424e-06,0.327551304787211,1,0.977,0.0694298960978648,"1","SNRPD3"
"SOX9",6.59374734057749e-06,0.542639647319993,0.943,0.849,0.0696563469058606,"1","SOX9"
"ING4",6.65339832472966e-06,0.377559789699613,0.989,0.748,0.0702864999024442,"1","ING4"
"ZNF322",6.6843614987544e-06,0.441801084552161,0.795,0.463,0.0706135948728415,"1","ZNF322"
"CEBPZ",6.70619074849554e-06,0.363219902125262,1,0.977,0.0708441990671069,"1","CEBPZ"
"UTP6",6.74867302330462e-06,0.354190261833429,0.989,0.839,0.07129298181819,"1","UTP6"
"KDELR2",6.84297993669425e-06,0.279949289571502,1,0.995,0.072289240051238,"1","KDELR2"
"CNOT8",6.86561109186634e-06,0.403219284183463,1,0.904,0.072528315574476,"1","CNOT8"
"EIF3H",6.8890646744979e-06,0.320792873620277,1,0.995,0.0727760792213958,"1","EIF3H"
"GALNT6",6.94555375546635e-06,0.457716643744563,1,0.83,0.0733728298727465,"1","GALNT6"
"RBIS",6.98206455540529e-06,0.367786697931993,1,0.986,0.0737585299633015,"1","RBIS"
"TRMT6",7.01243352008163e-06,0.339064202817717,0.966,0.853,0.0740793477061423,"1","TRMT6"
"NUDT9",7.01815327319721e-06,0.440409158664885,0.989,0.739,0.0741397711780554,"1","NUDT9"
"SEC11C",7.01815327319721e-06,0.516112708927783,0.966,0.748,0.0741397711780554,"1","SEC11C"
"HSPA14",7.09726604575245e-06,0.444622067811933,1,0.835,0.0749755185073289,"1","HSPA14"
"STX17",7.12534195779213e-06,0.388827709743697,0.989,0.853,0.0752721124421161,"1","STX17"
"KAT14",7.13944092356478e-06,0.3860278596413,0.977,0.807,0.0754210539165383,"1","KAT14"
"CD81",7.16210539852824e-06,0.479128537001498,1,0.872,0.0756604814300523,"1","CD81"
"GLE1",7.16870524963831e-06,0.444954893632083,0.977,0.817,0.0757302022571791,"1","GLE1"
"HNRNPUL2-BSCL2",7.17842454678319e-06,0.439662822736183,0.955,0.789,0.0758328769122176,"1","HNRNPUL2-BSCL2"
"SFXN2",7.27654516596843e-06,0.314221338479062,0.693,0.385,0.0768694231332905,"1","SFXN2"
"TBC1D19",7.2883697774806e-06,0.26469957174794,0.602,0.275,0.076994338329305,"1","TBC1D19"
"CC2D1A",7.31128940789638e-06,0.315630621766848,0.943,0.67,0.0772364613050174,"1","CC2D1A"
"SELENOI",7.32448274121111e-06,0.451662831204478,0.955,0.697,0.0773758356781542,"1","SELENOI"
"TOMM40",7.35390766259947e-06,0.433636197886975,0.989,0.894,0.0776866805477008,"1","TOMM40"
"COQ5",7.36020282166017e-06,0.284889426374114,0.966,0.761,0.077753182608018,"1","COQ5"
"TKT",7.36459328387618e-06,0.388986475046819,1,0.959,0.0777995634508679,"1","TKT"
"AMMECR1",7.39405759242473e-06,0.260287967477379,0.875,0.537,0.0781108244063748,"1","AMMECR1"
"ITPRIPL2",7.41216572164305e-06,0.459748009172113,0.977,0.885,0.0783021186834372,"1","ITPRIPL2"
"ZSCAN31",7.43963679927795e-06,0.36206031130292,0.432,0.17,0.0785923231475723,"1","ZSCAN31"
"SLC25A36",7.44052559187303e-06,0.400194444740309,0.977,0.913,0.0786017123525466,"1","SLC25A36"
"PDXK",7.4904593865277e-06,0.365555359015687,0.989,0.908,0.0791292129592787,"1","PDXK"
"DHX57",7.52432351247556e-06,0.470541792296077,0.955,0.697,0.0794869535857918,"1","DHX57"
"ZBTB8OS",7.52497918332651e-06,0.438522431022376,0.989,0.922,0.0794938800926612,"1","ZBTB8OS"
"MAK16",7.56197898765798e-06,0.337141352651769,0.966,0.661,0.0798847460256189,"1","MAK16"
"DBR1",7.62995131320388e-06,0.401199449224183,0.943,0.683,0.0806028056726857,"1","DBR1"
"MAF1",7.6680260081563e-06,0.366230450271864,1,0.991,0.0810050267501632,"1","MAF1"
"UBALD2",7.74409286830036e-06,0.266988618388211,0.875,0.505,0.081808597060725,"1","UBALD2"
"COMMD2",7.74853677953935e-06,0.423380832765184,1,0.908,0.0818555425390537,"1","COMMD2"
"ASXL2",7.75371893757537e-06,0.306964084773192,0.955,0.683,0.0819102868565462,"1","ASXL2"
"ATP8B2",7.7664204869432e-06,0.760439208734756,0.466,0.234,0.082044466024068,"1","ATP8B2"
"PIP5K1C",7.89213385132825e-06,0.301826116447666,0.966,0.725,0.0833725020054317,"1","PIP5K1C"
"PRCC",7.90854191223822e-06,0.449119930494454,0.989,0.917,0.0835458367608846,"1","PRCC"
"ACLY",7.92730501730787e-06,0.418665053080426,1,0.968,0.0837440502028404,"1","ACLY"
"CKAP4",7.92730501730787e-06,0.471000031980071,1,0.968,0.0837440502028404,"1","CKAP4"
"SNRPA",7.98354682784996e-06,0.41163703365787,1,0.881,0.084338188689407,"1","SNRPA"
"PHF23",7.99723365685345e-06,0.350658444070858,0.943,0.633,0.0844827763509999,"1","PHF23"
"CRB2",8.18638104127523e-06,0.749078633035822,0.443,0.174,0.0864809293200315,"1","CRB2"
"ASB7",8.30298531506735e-06,0.327425680987361,0.932,0.683,0.0877127368683714,"1","ASB7"
"NOL12",8.32697030439533e-06,0.367356234747419,0.955,0.628,0.0879661142956323,"1","NOL12"
"PCNX3",8.32697030439533e-06,0.598151612045548,0.864,0.665,0.0879661142956323,"1","PCNX3"
"ASAP2",8.44983726588922e-06,0.402007553799577,1,0.908,0.0892640808768537,"1","ASAP2"
"FAM209A",8.46337628468419e-06,0.423696882813644,0.955,0.89,0.0894071070714038,"1","FAM209A"
"CCDC85C",8.47679855575656e-06,0.441558520037757,0.977,0.89,0.0895488999430123,"1","CCDC85C"
"TTI1",8.54901359659266e-06,0.358445244243462,0.977,0.706,0.0903117796344048,"1","TTI1"
"ZNF496",8.56910883273443e-06,0.441161025064217,1,0.803,0.0905240657090065,"1","ZNF496"
"NAXD",8.58267842018812e-06,0.46179280475782,0.943,0.761,0.0906674148308673,"1","NAXD"
"FAM168A",8.58929355307403e-06,0.369562264808398,0.955,0.72,0.090737297094674,"1","FAM168A"
"OPA1",8.61096504101155e-06,0.338175033854297,0.989,0.95,0.0909662346932461,"1","OPA1"
"AFDN",8.62965543624306e-06,0.362686977765236,0.898,0.766,0.0911636800284716,"1","AFDN"
"KPNA4",8.63059654943044e-06,0.358071953227463,0.989,0.894,0.0911736219481831,"1","KPNA4"
"SURF2",8.68740071235941e-06,0.448513346426657,0.989,0.729,0.0917737011253648,"1","SURF2"
"COA6",8.69150087412507e-06,0.354035392682403,1,0.872,0.0918170152342572,"1","COA6"
"DNAJC16",8.71606198526997e-06,0.355804836121332,0.932,0.633,0.092076478812392,"1","DNAJC16"
"UCK2",8.78129258086169e-06,0.408851144694963,0.989,0.789,0.0927655748242229,"1","UCK2"
"LCLAT1",8.84040493231986e-06,0.387817833709272,0.989,0.849,0.093390037705027,"1","LCLAT1"
"FAM174A",8.87343851019295e-06,0.416849630262493,0.955,0.757,0.0937390044216784,"1","FAM174A"
"RAD9B",8.90826400823386e-06,0.614432983447451,0.705,0.404,0.0941069009829825,"1","RAD9B"
"FOXJ3",8.9147970978587e-06,0.428522084758947,0.966,0.927,0.0941759165417793,"1","FOXJ3"
"CTTN",8.99627754114007e-06,0.307269587518161,1,1,0.0950366759446037,"1","CTTN"
"PDHA1",9.05183670174559e-06,0.416144220428412,1,0.95,0.0956236029172404,"1","PDHA1"
"LTB4R",9.06397227806721e-06,0.361971927270063,0.886,0.61,0.095751803145502,"1","LTB4R"
"CENPB",9.09204267407482e-06,0.358662986113707,0.943,0.674,0.0960483388089264,"1","CENPB"
"RNF181",9.17699960178986e-06,0.300392172424603,1,1,0.0969458237933081,"1","RNF181"
"COG5",9.18636806845896e-06,0.426062987385257,1,0.885,0.0970447922752005,"1","COG5"
"NDUFV1",9.23792770590737e-06,0.369104802495452,1,0.986,0.0975894682852054,"1","NDUFV1"
"EIF4A3",9.36048213784346e-06,0.370152462747599,1,0.972,0.0988841333041783,"1","EIF4A3"
"NPC2",9.42002036552481e-06,0.402558427741896,1,0.954,0.0995130951414041,"1","NPC2"
"UPF2",9.4487876616256e-06,0.426401524070102,0.989,0.95,0.0998169928574129,"1","UPF2"
"TYW5",9.52779381968583e-06,0.350072734110941,0.943,0.656,0.100651613911161,"1","TYW5"
"SENP2",9.53331038933136e-06,0.402451238056777,0.966,0.904,0.100709890952897,"1","SENP2"
"STAM2",9.57902556231183e-06,0.430054126108223,0.977,0.844,0.101192826040262,"1","STAM2"
"PNPLA8",9.67010368624344e-06,0.35884449029148,1,0.945,0.102154975341476,"1","PNPLA8"
"TJP2",9.68050849237123e-06,0.319429953201002,0.966,0.807,0.10226489171341,"1","TJP2"
"ASB13",9.69742973699894e-06,0.280189117437821,0.909,0.564,0.102443647741657,"1","ASB13"
"ANKRD10",9.70786719389771e-06,0.441447984544197,0.989,0.986,0.102553909036335,"1","ANKRD10"
"MYD88",9.73603308662696e-06,0.387828665281064,0.989,0.739,0.102851453527127,"1","MYD88"
"AGAP1",9.81815916234474e-06,0.276900645090969,0.955,0.651,0.10371903339101,"1","AGAP1"
"ZBTB10",9.83139952159817e-06,0.502532452455605,0.909,0.716,0.103858904546163,"1","ZBTB10"
"SIDT2",9.86661080282225e-06,0.610415472276256,0.92,0.651,0.104230876521014,"1","SIDT2"
"MRPL12",9.8672437589542e-06,0.371552644212143,1,0.959,0.104237563069592,"1","MRPL12"
"FAN1",1.00155746189934e-05,0.51029683857999,0.886,0.55,0.105804530275046,"1","FAN1"
"LMNB2",1.00237427880234e-05,0.303203068020853,1,0.894,0.105890818812679,"1","LMNB2"
"BCR",1.00857062204085e-05,0.491367621949383,0.898,0.615,0.106545400512395,"1","BCR"
"SLC25A1",1.01302988910756e-05,0.386425605777676,1,0.954,0.107016477485323,"1","SLC25A1"
"C19orf47",1.02260159249301e-05,0.372128808417792,0.943,0.592,0.108027632230962,"1","C19orf47"
"BLVRA",1.0263482545847e-05,0.298103190657123,0.989,0.904,0.108423429614327,"1","BLVRA"
"IL17RE",1.0289554569276e-05,0.396922833127451,0.864,0.56,0.108698854469832,"1","IL17RE"
"METAP1",1.03367165908974e-05,0.340150709119507,0.977,0.817,0.10919707406624,"1","METAP1"
"ARID3B",1.03600502940893e-05,0.301673846958037,0.67,0.362,0.109443571306759,"1","ARID3B"
"BTBD2",1.04020247995162e-05,0.355526747086394,0.943,0.61,0.10988698998209,"1","BTBD2"
"CNOT3",1.04106935738812e-05,0.424795917029075,0.966,0.807,0.109978566914481,"1","CNOT3"
"ADNP",1.05426734244851e-05,0.357715708949913,1,0.991,0.111372802056261,"1","ADNP"
"TMEM185B",1.05812092228152e-05,0.391499678557973,0.977,0.826,0.11177989422982,"1","TMEM185B"
"RBM27",1.0681165129478e-05,0.39621267096631,1,0.968,0.112835828427806,"1","RBM27"
"RFX1",1.06977522338347e-05,0.485544273606887,0.784,0.495,0.11301105459823,"1","RFX1"
"ITSN2",1.07469684209605e-05,0.502446431865129,0.989,0.803,0.113530974399026,"1","ITSN2"
"DPM3",1.0951051931718e-05,0.269425452864702,0.989,0.775,0.115686912606669,"1","DPM3"
"TTC9C",1.10668732284935e-05,0.43691405446099,0.898,0.619,0.116910448785806,"1","TTC9C"
"TAOK1",1.11103728328565e-05,0.408615217563404,1,0.963,0.117369978606296,"1","TAOK1"
"TGS1",1.11161582223573e-05,0.275823516496687,0.977,0.757,0.117431095460983,"1","TGS1"
"SLC26A6",1.11571604384242e-05,0.384082711920602,0.92,0.592,0.117864242871513,"1","SLC26A6"
"QSER1",1.11861465441621e-05,0.431328849326825,0.909,0.651,0.118170452092528,"1","QSER1"
"PIGB",1.1239380882877e-05,0.450298701264491,0.989,0.807,0.118732819646713,"1","PIGB"
"MRPL44",1.12640468803438e-05,0.492350429732157,0.966,0.83,0.118993391243952,"1","MRPL44"
"BRD3OS",1.12713023927569e-05,0.427540795877531,0.977,0.894,0.119070038477084,"1","BRD3OS"
"KCTD13",1.12759615606972e-05,0.401951221121007,0.989,0.706,0.119119257927205,"1","KCTD13"
"TXLNA",1.13294996848534e-05,0.389841283367622,1,0.954,0.119684834670791,"1","TXLNA"
"SLC39A9",1.13334519835639e-05,0.328786158556245,1,1,0.11972658675437,"1","SLC39A9"
"MTCL2",1.1373518296498e-05,0.272694553518707,0.955,0.716,0.120149847284205,"1","MTCL2"
"BMAL1",1.13886432662191e-05,0.532638197284763,0.795,0.578,0.120309627464339,"1","BMAL1"
"DYM",1.14015115622035e-05,0.413360561794406,0.955,0.688,0.120445568143118,"1","DYM"
"AP4M1",1.1625868185039e-05,0.327037124725308,1,0.94,0.122815671506752,"1","AP4M1"
"ARPC5L",1.16345499054926e-05,0.325051017115982,1,0.982,0.122907385201624,"1","ARPC5L"
"GTPBP8",1.16486414039052e-05,0.390630931639237,0.92,0.619,0.123056247790855,"1","GTPBP8"
"SPAG1",1.16657041475676e-05,0.507299931090755,0.966,0.872,0.123236498614904,"1","SPAG1"
"NDUFB4",1.17882207155695e-05,0.420164674569628,0.989,0.991,0.124530763639276,"1","NDUFB4"
"HYPK",1.17882951906623e-05,0.343508905152152,1,0.991,0.124531550394156,"1","HYPK"
"RGL4",1.18416053409565e-05,0.889123218963565,0.42,0.174,0.125094718821864,"1","RGL4"
"TMEM44",1.18647080189493e-05,0.447482851407149,0.932,0.757,0.125338775512181,"1","TMEM44"
"KDM2A",1.19407629812773e-05,0.405703993525001,1,0.959,0.126142220134214,"1","KDM2A"
"GLO1",1.20208225773411e-05,0.310442070661624,0.989,0.972,0.126987969707031,"1","GLO1"
"BCL2L2-PABPN1",1.20352418377934e-05,0.393895093028411,0.989,0.89,0.127140294774449,"1","BCL2L2-PABPN1"
"TRIP11",1.21335278022716e-05,0.365018810569448,0.989,0.862,0.128178587703197,"1","TRIP11"
"SIAE",1.22185770936589e-05,0.386395381343621,0.977,0.771,0.129077048417413,"1","SIAE"
"U2AF2",1.2410136224883e-05,0.312108081517747,1,0.936,0.131100679079664,"1","U2AF2"
"UQCC4",1.24670488952372e-05,0.427839428730651,0.898,0.679,0.131701904529286,"1","UQCC4"
"HYCC2",1.24799369665141e-05,0.360461443216288,0.977,0.784,0.131838054114255,"1","HYCC2"
"RBM45",1.25568041451363e-05,0.290661940958663,0.784,0.399,0.13265007898922,"1","RBM45"
"GBA2",1.2609809961317e-05,0.33654022203673,0.989,0.835,0.133210032431353,"1","GBA2"
"UGGT2",1.26764062344797e-05,0.294580774715816,0.966,0.752,0.133913555461044,"1","UGGT2"
"UBXN2B",1.26770140109755e-05,0.311270937041753,0.989,0.752,0.133919976011946,"1","UBXN2B"
"USP11",1.27371598486192e-05,0.512972897021648,0.943,0.844,0.134555356640814,"1","USP11"
"ZYG11B",1.27436680594784e-05,0.312728042062973,0.977,0.702,0.134624109380329,"1","ZYG11B"
"HACL2",1.27452866214295e-05,0.363490104991436,0.989,0.904,0.134641207868781,"1","HACL2"
"MIX23",1.27931433908657e-05,0.339488175464269,1,0.904,0.135146766781105,"1","MIX23"
"USPL1",1.28501330911579e-05,0.442345923518932,0.909,0.615,0.135748805974992,"1","USPL1"
"MCCC2",1.30149779236088e-05,0.271490238675105,0.977,0.803,0.137490226785004,"1","MCCC2"
"PRPF38A",1.30647407463602e-05,0.379284337382439,0.977,0.784,0.138015921244549,"1","PRPF38A"
"PKP3",1.3089319394366e-05,0.438657594189184,0.966,0.849,0.138275570082082,"1","PKP3"
"HELZ2",1.31260153353185e-05,0.547327631682242,0.932,0.683,0.138663226002305,"1","HELZ2"
"NOP2",1.31385654742466e-05,0.476072241050795,0.977,0.743,0.138795805669941,"1","NOP2"
"CDK4",1.31736700119678e-05,0.252785446797971,1,1,0.139166650006428,"1","CDK4"
"HNRNPA0",1.31736700119678e-05,0.358499620885838,1,1,0.139166650006428,"1","HNRNPA0"
"PRPF4",1.31811372099389e-05,0.393532997710746,0.977,0.858,0.139245533485794,"1","PRPF4"
"SHMT1",1.32129635421752e-05,0.299166185515706,0.966,0.697,0.139581746859538,"1","SHMT1"
"PDCL3",1.3213913230059e-05,0.371183342005194,0.955,0.803,0.139591779362344,"1","PDCL3"
"PHF12",1.32498211184995e-05,0.422375894751311,0.932,0.702,0.139971110295829,"1","PHF12"
"ITPR1",1.34600321064493e-05,0.283597332618715,0.92,0.532,0.14219177917253,"1","ITPR1"
"VPS26B",1.34752933147464e-05,0.406086853605911,0.977,0.693,0.142352998576981,"1","VPS26B"
"ANP32B",1.35205271105665e-05,0.37658723962543,1,0.972,0.142830848396025,"1","ANP32B"
"HES1",1.35205271105665e-05,0.344060620332749,1,0.972,0.142830848396025,"1","HES1"
"UBR7",1.36521500242459e-05,0.313541095310565,0.989,0.789,0.144221312856134,"1","UBR7"
"FUNDC1",1.3742586876031e-05,0.397399293903681,0.966,0.697,0.145176687758392,"1","FUNDC1"
"KHSRP",1.37818308740822e-05,0.331564269032335,1,0.95,0.145591261353805,"1","KHSRP"
"TAF11",1.38570583352315e-05,0.43899207680326,0.989,0.894,0.146385964253386,"1","TAF11"
"UQCRHL",1.38821043966786e-05,0.822763012250846,0.909,0.743,0.146650550846513,"1","UQCRHL"
"NUBPL",1.39313080174119e-05,0.365573522232128,0.909,0.633,0.14717033789594,"1","NUBPL"
"ANAPC7",1.43027192156531e-05,0.330646401893993,1,0.913,0.151093925794159,"1","ANAPC7"
"TCF12",1.43346666432453e-05,0.520579360378339,0.966,0.812,0.151431418419244,"1","TCF12"
"UBAC1",1.44281836798044e-05,0.528959855007339,0.943,0.821,0.152419332393453,"1","UBAC1"
"MRPL11",1.44682177953825e-05,0.351618269710601,0.989,0.95,0.152842252790421,"1","MRPL11"
"LRRC57",1.46984195152911e-05,0.388710300395688,0.977,0.798,0.155274103759535,"1","LRRC57"
"EIF4G1",1.4713512415776e-05,0.29335828399043,1,0.995,0.155433545160258,"1","EIF4G1"
"RBM14",1.47300868849065e-05,0.318376641867759,1,0.885,0.155608637852152,"1","RBM14"
"RABL2B",1.47304886923827e-05,0.295428169842226,0.977,0.748,0.155612882546331,"1","RABL2B"
"MMAB",1.479571983376e-05,0.410038321121712,1,0.821,0.156301984323841,"1","MMAB"
"KLHL11",1.49206672817037e-05,0.34693563407686,0.989,0.757,0.157621929163918,"1","KLHL11"
"CDK13",1.52061757401345e-05,0.323542202477549,0.977,0.817,0.160638040518781,"1","CDK13"
"CRIPT",1.5231678065275e-05,0.321227132199855,0.989,0.876,0.160907447081565,"1","CRIPT"
"MIIP",1.52769753218873e-05,0.421164547343785,0.864,0.55,0.161385967300418,"1","MIIP"
"HLA-F",1.52943008357997e-05,0.658926493742857,0.761,0.528,0.161568994029389,"1","HLA-F"
"TCEA3",1.53827936069106e-05,0.460883714285296,0.966,0.835,0.162503831663404,"1","TCEA3"
"NUDCD1",1.54131591341145e-05,0.404346522639079,0.966,0.766,0.162824613092785,"1","NUDCD1"
"MIA3",1.54285352493844e-05,0.284360898649949,0.989,0.835,0.162987046374496,"1","MIA3"
"SNRNP25",1.55166092554726e-05,0.487403992073458,0.977,0.748,0.163917460174813,"1","SNRNP25"
"ANKRD17",1.56326817968289e-05,0.346411878850484,0.989,0.94,0.1651436505017,"1","ANKRD17"
"ZNF284",1.57039320782815e-05,0.29560552121936,0.682,0.404,0.165896338474965,"1","ZNF284"
"THAP9",1.5789934414423e-05,0.256857877720961,0.795,0.431,0.166804867153965,"1","THAP9"
"VANGL1",1.59218563642316e-05,0.344654139327107,0.989,0.798,0.168198490631743,"1","VANGL1"
"ADPGK",1.5993403021719e-05,0.444266839772308,0.989,0.945,0.16895430952144,"1","ADPGK"
"MLF2",1.63183775734321e-05,0.289219656277487,1,0.991,0.172387340685737,"1","MLF2"
"IPO11",1.6477701298756e-05,0.388266169015905,0.955,0.72,0.174070436520059,"1","IPO11"
"RIF1",1.64856172997219e-05,0.317357598819541,0.977,0.917,0.174154061154262,"1","RIF1"
"CIMIP2A",1.66565332080371e-05,0.311180698607938,0.966,0.899,0.175959616809704,"1","CIMIP2A"
"RPAP1",1.67019836327942e-05,0.277971676863099,0.955,0.679,0.176439755096838,"1","RPAP1"
"SEC24A",1.67812337756867e-05,0.266045428212881,0.989,0.835,0.177276953606355,"1","SEC24A"
"MISO1",1.68246916025794e-05,0.46978870379326,0.773,0.445,0.177736042089649,"1","MISO1"
"KIAA1217",1.68978179238e-05,0.379297460407853,0.989,0.95,0.178508548547023,"1","KIAA1217"
"ACO2",1.69496621691412e-05,0.378748678970797,1,0.94,0.179056231154807,"1","ACO2"
"MED20",1.69886388228235e-05,0.413769362442011,0.966,0.761,0.179467980524308,"1","MED20"
"RAI1",1.70223926363455e-05,0.252167706477384,0.886,0.592,0.179824555810354,"1","RAI1"
"SLC41A3",1.70286945653242e-05,0.302640889273515,0.898,0.592,0.179891129388085,"1","SLC41A3"
"ENOPH1",1.71313739176782e-05,0.407240389593969,0.989,0.789,0.180975834066352,"1","ENOPH1"
"NDUFA3",1.71821027046271e-05,0.374829670980638,1,0.991,0.18151173297168,"1","NDUFA3"
"UFL1",1.7394925411196e-05,0.31160883366803,0.92,0.638,0.183759992043875,"1","UFL1"
"IQCK",1.74243246373607e-05,0.39586501232548,0.977,0.766,0.184070565469078,"1","IQCK"
"ZCCHC10",1.74918312523253e-05,0.31303893289765,0.989,0.894,0.184783705349565,"1","ZCCHC10"
"ARL1",1.75042120744706e-05,0.250256810059334,1,0.94,0.184914496354708,"1","ARL1"
"TBC1D22B",1.76123408976991e-05,0.257626276681151,0.92,0.651,0.186056769243294,"1","TBC1D22B"
"ALG12",1.77195688810805e-05,0.388836094189232,0.989,0.661,0.187189525659734,"1","ALG12"
"DOT1L",1.77853492870916e-05,0.31803697242948,0.989,0.899,0.187884429868836,"1","DOT1L"
"UBE2W",1.78326544137963e-05,0.372975024158003,0.989,0.894,0.188384161227344,"1","UBE2W"
"ZFHX3",1.78381206996647e-05,0.404538010101858,1,0.931,0.188441907071258,"1","ZFHX3"
"DOLPP1",1.78383134330495e-05,0.399765757310945,0.989,0.78,0.188443943106735,"1","DOLPP1"
"RCHY1",1.78456223205448e-05,0.327150476555641,0.977,0.83,0.188521154194235,"1","RCHY1"
"CDK2",1.79577704386702e-05,0.390638504080257,0.989,0.716,0.189705886914112,"1","CDK2"
