"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TFCP2L1",0.0946859903381643,2.38860360641,0.5,0.25,1
"CATSPERH",0.0955300127713923,2.74796186374922,0.357,0.125,1
"PDGFB",0.0955300127713923,4.74011062601889,0.357,0.125,1
"EDN1",0.0957389760572069,1.69247212703382,0.714,0.438,1
"TRIL",0.0957389760572069,1.0963964388935,0.714,0.438,1
"TTC4",0.0959806027498806,0.797244099318821,0.857,0.625,1
"GKAP1",0.0965658622357208,1.45691676290808,0.786,0.625,1
"ATP2A1",0.0965907276839737,2.73089714908597,0.643,0.375,1
"KLHL15",0.0965907276839737,2.18261630498163,0.643,0.375,1
"PRR36",0.0979910044977512,0.814283354419872,0.571,0.25,1
"PDZD2",0.0983583337330303,0.697139673668103,1,0.75,1
"EXD2",0.0983583337330303,0.534528859096076,0.857,0.875,1
"DUS3L",0.0990066782914012,0.492924266890969,0.929,0.625,1
"DOC2A",0.0990066782914012,1.02557243583862,0.857,0.688,1
"EFCAB7",0.0993040321944292,3.73321755158752,0.5,0.312,1
"CEMIP2",0.0994139600306485,1.72540982948309,1,0.875,1
"LRRC28",0.0994139600306485,0.824203634499024,1,0.875,1
"TEFM",0.0994139600306485,0.615738764238677,1,0.875,1
"TRIB1",0.0999818494605467,0.717522114275834,0.929,0.562,1
"FAM174B",0.100375598234594,1.08733842702692,0.929,0.75,1
"GPHN",0.100375598234594,0.979539165389967,0.929,0.75,1
"IFNGR2",0.100375598234594,0.456323740952613,0.929,0.75,1
"LACTB2",0.100375598234594,1.20353691659713,0.929,0.75,1
"ANKRD13B",0.100816258537398,1.04145604331466,0.5,0.188,1
"YPEL2",0.100816258537398,0.352330598384322,0.5,0.188,1
"TRPS1",0.100980854601939,0.736587320007779,1,0.812,1
"BCLAF3",0.100980854601939,1.41457303529086,0.929,0.875,1
"C5orf63",0.100980854601939,1.34313917432077,0.929,0.875,1
"CERS6",0.100980854601939,1.54409461388134,0.929,0.875,1
"MED14",0.100980854601939,1.09299949305485,0.929,0.875,1
"TBC1D32",0.100980854601939,0.970427404735338,0.929,0.875,1
"OAS1",0.101131243803623,1.25559875054417,0.929,1,1
"CTSF",0.101131243803623,0.734163021651504,1,0.938,1
"METTL3",0.101131243803623,0.834022467519797,1,0.938,1
"PDZD7",0.101131243803623,0.906588123381601,1,0.938,1
"TBC1D20",0.101131243803623,0.987710633222581,1,0.938,1
"ZNF200",0.101131243803623,1.00009098527735,1,0.938,1
"ADAM15",0.101131243803623,0.594170172332928,1,1,1
"ARID1B",0.101131243803623,0.512630034384336,1,1,1
"DSG2",0.101131243803623,0.377492980648694,1,1,1
"EIF4A3",0.101131243803623,0.466387086494564,1,1,1
"GPAT4",0.101131243803623,0.411643337350054,1,1,1
"LGALS3BP",0.101131243803623,0.895716641870013,1,1,1
"PIAS2",0.101131243803623,0.93085252126175,1,1,1
"RBBP4",0.101131243803623,0.684922788176371,1,1,1
"RNF6",0.101131243803623,0.39937722170493,1,1,1
"SELENOW",0.101131243803623,0.543315153183091,1,1,1
"SLC27A1",0.101131243803623,0.723538463297533,1,1,1
"SMARCA5",0.101131243803623,1.07451239711211,1,1,1
"TCAF1",0.101131243803623,0.863136037338968,1,1,1
"TM2D3",0.101131243803623,0.921539243021952,1,1,1
"UFC1",0.101131243803623,0.348137016662924,1,1,1
"ZC3HAV1",0.101131243803623,0.650275282151341,1,1,1
"ZFTRAF1",0.101131243803623,0.491286622454072,1,1,1
"EPS8L1",0.101153936275756,1.44203103112726,0.714,0.625,1
"EPPK1",0.101518267354111,0.646772175696884,0.857,0.438,1
"BCL9",0.101518267354111,1.71983058206935,0.786,0.5,1
"EPB41L5",0.101518267354111,0.526477076342101,0.786,0.5,1
"MYO1D",0.101518267354111,0.990990111625315,0.786,0.5,1
"DHX58",0.101518267354111,1.56155318915553,0.714,0.562,1
"EEFSEC",0.101518267354111,1.85417844242788,0.643,0.625,1
"ISOC1",0.102041115665078,1.10866037256334,0.929,0.688,1
"LENG8",0.102848527576597,1.12661182493312,0.929,0.938,1
"SREBF1",0.102848527576597,0.775569433953048,0.929,0.938,1
"TRMT61B",0.103237352771842,0.982647787069251,0.929,0.812,1
"TSSK4",0.103348325837082,0.498670458073544,0.429,0.125,1
"SNX10",0.103729421838788,0.593674473637382,0.643,0.25,1
"MED12L",0.103729421838788,2.21134211831577,0.571,0.312,1
"TRIM66",0.104848146961951,2.86002268519259,0.714,0.75,1
"MPZL2",0.104886187797054,1.24022441909792,0.714,0.438,1
"ABCB6",0.105531286644259,0.424646684225983,0.857,0.562,1
"C9orf152",0.10605475384083,1.1895782319667,0.643,0.375,1
"LRRC26",0.10605475384083,0.994707417615573,0.643,0.375,1
"ME1",0.10605475384083,1.20579980143464,0.643,0.375,1
"FAM89B",0.106626507867497,0.715556328818364,1,0.625,1
"DNHD1",0.106626507867497,1.28313724088847,0.857,0.75,1
"FAM81A",0.107218671366071,1.29908183752841,0.571,0.25,1
"MAPK15",0.107218671366071,0.897965005634586,0.571,0.25,1
"EGFL7",0.107357425518407,0.715085591941093,1,0.75,1
"ZFAT",0.107357425518407,0.942435652333644,1,0.75,1
"ASS1",0.108089498422443,0.796223911268344,0.857,0.688,1
"HECTD3",0.108089498422443,1.09152350079059,0.857,0.688,1
"BDH1",0.108452577976577,1.2212146234243,1,0.875,1
"CD2BP2",0.108452577976577,0.534365979512773,1,0.875,1
"DCTPP1",0.108452577976577,0.429228692457836,1,0.875,1
"RNF170",0.108452577976577,0.478877861118288,1,0.875,1
"WASHC2C",0.108452577976577,0.735109556962492,1,0.875,1
"GARIN5A",0.109345327336332,3.65791025075953,0.429,0.188,1
"H3C10",0.109345327336332,3.44015397724568,0.429,0.188,1
"KBTBD11-OT1",0.109345327336332,1.61079430192846,0.429,0.188,1
"MEX3A",0.109345327336332,1.83946294031428,0.429,0.188,1
"CRABP2",0.10952763728215,0.816746510395429,1,0.688,1
"ZDHHC17",0.10952763728215,0.385339267453828,1,0.688,1
"CACNA1D",0.10952763728215,1.00974558469854,0.929,0.75,1
"COQ2",0.110165529550326,0.796483104232585,1,0.812,1
"EXOC8",0.110165529550326,0.800869860643613,1,0.812,1
"KCTD3",0.110165529550326,0.395790462818493,1,0.812,1
"NEDD9",0.110165529550326,0.714360668316814,1,0.812,1
"TMEM265",0.110165529550326,0.765257245648031,1,0.812,1
"WRAP73",0.110165529550326,0.630251200408692,1,0.812,1
"ATG2A",0.110165529550326,0.492412558155381,0.929,0.875,1
"NRSN2",0.110165529550326,0.456590384769516,0.929,0.875,1
"ADAMTS17",0.110244114268975,1.55735899852926,0.786,0.438,1
"ANKRD13C-DT",0.110244114268975,2.34101339916532,0.643,0.562,1
"BSCL2",0.110323276614187,0.250469391306586,1,0.938,1
"CFAP298",0.110323276614187,0.59191979144185,1,0.938,1
"DTX3L",0.110323276614187,1.29767145266696,1,0.938,1
"LIMD1",0.110323276614187,1.08195197475111,1,0.938,1
"NAXE",0.110323276614187,0.853887082431825,1,0.938,1
"PIKFYVE",0.110323276614187,1.06672384039128,1,0.938,1
"RAB9A",0.110323276614187,0.971823464467969,1,0.938,1
"RALGPS2",0.110323276614187,0.384074193603417,1,0.938,1
"TASOR2",0.110323276614187,1.47510575201794,1,0.938,1
"TRMT2B",0.110323276614187,0.723075662945314,1,0.938,1
"WDR33",0.110323276614187,0.551908089640318,1,0.938,1
"ZNF281",0.110323276614187,0.369031876851462,1,0.938,1
"ARL1",0.110323276614187,0.608411337563834,1,1,1
"ATF6",0.110323276614187,0.511227264855609,1,1,1
"BAG5",0.110323276614187,0.507614120087582,1,1,1
"BEX3",0.110323276614187,0.382172166707711,1,1,1
"DDX17",0.110323276614187,0.635949182514934,1,1,1
"DIABLO",0.110323276614187,0.582590919496742,1,1,1
"DNPEP",0.110323276614187,0.614989378913058,1,1,1
"EMC8",0.110323276614187,0.730664734812843,1,1,1
"GUK1",0.110323276614187,0.649949710429949,1,1,1
"IER3IP1",0.110323276614187,0.572164757340207,1,1,1
"IFITM3",0.110323276614187,0.412288681848755,1,1,1
"MSH6",0.110323276614187,0.535199101501395,1,1,1
"NPIPB4",0.110323276614187,0.518930662720201,1,1,1
"PEA15",0.110323276614187,0.525114337406724,1,1,1
"PTGR1",0.110323276614187,0.597065051478255,1,1,1
"RAD52",0.110323276614187,1.51185696681378,1,1,1
"SPINT2",0.110323276614187,0.783881802032996,1,1,1
"SPRYD4",0.110323276614187,0.953249515372303,1,1,1
"SPTSSA",0.110323276614187,0.549759566996726,1,1,1
"SSU72",0.110323276614187,0.357172334784802,1,1,1
"TBL1XR1",0.110323276614187,1.08500188232238,1,1,1
"TMEM134",0.110323276614187,0.620063694892768,1,1,1
"XAF1",0.110323276614187,1.51548598727188,1,1,1
"YEATS2",0.110323276614187,0.482458140522571,1,1,1
"CDC42EP2",0.110937609970384,0.575448899686421,0.857,0.438,1
"TGFBR3L",0.110937609970384,0.652415463636903,0.857,0.438,1
"UBL3",0.110937609970384,1.12612680320271,0.786,0.5,1
"ZSWIM4",0.111477594536065,1.18931588876224,0.5,0.188,1
"ERBB3",0.112193975251796,1.62753508124957,0.929,0.938,1
"PUSL1",0.112582415362666,0.667400244223556,0.929,0.812,1
"FHL3",0.113601444891589,0.903548157506519,0.643,0.312,1
"SPDYE1",0.113601444891589,0.668793624632283,0.643,0.312,1
"AFG2B",0.11433873018771,1.22878358573009,0.857,0.625,1
"SPATA7",0.11433873018771,1.1863472318821,0.857,0.625,1
"ZBTB34",0.115118581060347,0.643073206760227,0.857,0.562,1
"LRRC24",0.116162063447121,1.22846048347212,0.643,0.375,1
"PDE5A",0.116162063447121,2.28950867212794,0.643,0.375,1
"PREP",0.116242202256285,0.796286139300387,0.857,0.75,1
"PSMB10",0.116242202256285,0.81196061988867,0.857,0.75,1
"TMEM250",0.116242202256285,0.897393113905152,0.857,0.75,1
"INO80B-WBP1",0.116541729135432,0.617961263988048,0.429,0.125,1
"SERPINA5",0.116541729135432,1.60825284005355,0.429,0.125,1
"AKAP1",0.11697801597997,0.565620558613956,1,0.75,1
"GSTK1",0.11697801597997,0.54104310656623,1,0.75,1
"HILPDA",0.11697801597997,1.36667623249343,1,0.75,1
"PNRC1",0.11697801597997,0.485731548211216,1,0.75,1
"SHANK2",0.11697801597997,0.765276067934286,1,0.75,1
"CYP2J2",0.117321690032177,1.47602540575313,0.571,0.25,1
"ATG4C",0.117341329335332,1.91196724726206,0.5,0.25,1
"RNF214",0.11779747553124,0.803721660155286,0.929,0.625,1
"SLC41A2",0.11779747553124,1.65520630877128,0.929,0.625,1
"ZNF580",0.11779747553124,0.861877536504347,0.857,0.688,1
"HSPA6",0.118007662835249,0.712421403108823,0.357,0.062,1
"KCNMA1",0.118007662835249,0.292941901798871,0.357,0.062,1
"SYTL3",0.118007662835249,1.1411957755392,0.357,0.062,1
"B3GALT4",0.118007662835249,1.88520793972987,0.357,0.125,1
"KRABD2",0.118007662835249,2.66808080223807,0.357,0.125,1
"LTC4S",0.118007662835249,2.95900421679738,0.357,0.125,1
"CCDC110",0.118007662835249,3.83994499511623,0.286,0.062,1
"COL4A5",0.118007662835249,3.66128730599053,0.286,0.062,1
"ERICH6B",0.118007662835249,2.125729030233,0.286,0.062,1
"PANX2",0.118007662835249,3.00203600460187,0.286,0.062,1
"TMEM139",0.118007662835249,4.25599184641413,0.286,0.062,1
"TRUB1",0.118109215086299,0.82981280989211,0.857,1,1
"SIDT1",0.118109215086299,0.740295689688756,1,0.875,1
"TBL2",0.118109215086299,0.771886123513765,1,0.875,1
"ABHD14A-ACY1",0.118114441231397,0.775731772157684,0.714,0.375,1
"KRTCAP3",0.118114441231397,0.380554239465574,0.714,0.375,1
"LYPD6",0.118114441231397,1.19598718036683,0.714,0.375,1
"OXSM",0.118114441231397,0.710960637564083,0.714,0.375,1
"PPL",0.119005732771729,0.708192590296799,0.929,0.562,1
"UNC13B",0.119304984590608,0.875379220309687,1,0.688,1
"TOP3B",0.119304984590608,0.716345354942985,0.929,0.75,1
"ZNF584",0.119304984590608,0.994771341629651,0.857,0.812,1
"MOAP1",0.119974330000462,0.558048622949175,1,0.812,1
"PREPL",0.119974330000462,0.677025606517279,1,0.812,1
"SEPHS2",0.119974330000462,0.663879470737878,1,0.812,1
"LYST",0.119974330000462,0.922809521534409,0.929,0.875,1
"MTMR4",0.119974330000462,1.10767297465132,0.929,0.875,1
"RAB11FIP4",0.119974330000462,1.02467607407167,0.929,0.875,1
"SETD4",0.119974330000462,0.811943093344604,0.929,0.875,1
"CDC50A",0.120141704173713,0.571178461630762,1,0.938,1
"CRYBG1",0.120141704173713,0.898204055654324,1,0.938,1
"MCL1",0.120141704173713,0.471136966896028,1,0.938,1
"NIT2",0.120141704173713,0.667705951043001,1,0.938,1
"RPTOR",0.120141704173713,0.471478447581964,1,0.938,1
"TENT2",0.120141704173713,0.497983280911756,1,0.938,1
"THEM6",0.120141704173713,0.962177553755357,1,0.938,1
"XRRA1",0.120141704173713,1.55005113985182,1,0.938,1
"XXYLT1",0.120141704173713,0.689303726750215,1,0.938,1
"ZC3H7B",0.120141704173713,0.778561837148903,1,0.938,1
"ZNF561",0.120141704173713,0.832985287734073,1,0.938,1
"AARD",0.120141704173713,1.88454701712517,1,1,1
"ABHD18",0.120141704173713,1.32495264467082,1,1,1
"AP3S2",0.120141704173713,0.399290521628989,1,1,1
"ARIH1",0.120141704173713,0.456176689525334,1,1,1
"BAG4",0.120141704173713,1.02253413930613,1,1,1
"CAMLG",0.120141704173713,0.360832478640185,1,1,1
"CELF1",0.120141704173713,0.423016753315369,1,1,1
"CERS2",0.120141704173713,0.900230926513757,1,1,1
"DIDO1",0.120141704173713,0.464514672892046,1,1,1
"FRK",0.120141704173713,1.17287734467231,1,1,1
"HSPH1",0.120141704173713,0.877939000252239,1,1,1
"LGALS3",0.120141704173713,0.54639618482107,1,1,1
"LMLN",0.120141704173713,0.857644263398112,1,1,1
"MTHFD2",0.120141704173713,0.400473416104299,1,1,1
"NCOA7",0.120141704173713,1.20307331324325,1,1,1
"NEDD4L",0.120141704173713,0.562507819705545,1,1,1
"NOP58",0.120141704173713,0.384843376782145,1,1,1
"NUP107",0.120141704173713,0.673011899461758,1,1,1
"PFKL",0.120141704173713,0.710269025985382,1,1,1
"PRRC1",0.120141704173713,0.594685607508891,1,1,1
"PUM1",0.120141704173713,0.563008122463541,1,1,1
"RABAC1",0.120141704173713,0.566716168061449,1,1,1
"SLC31A1",0.120141704173713,0.34532218481681,1,1,1
"SLC50A1",0.120141704173713,1.13851149600972,1,1,1
"THOC2",0.120141704173713,0.675932510132056,1,1,1
"FAM8A1",0.120448080053541,1.72109882945172,0.714,0.625,1
"FNTB",0.120448080053541,2.76429786174896,0.714,0.625,1
"DSP",0.121182834795193,1.05278398438379,0.929,0.688,1
"PPP1R3B",0.122174193261127,1.40354173656862,0.929,0.938,1
"ASB7",0.122560804221213,0.517482942277999,0.929,0.812,1
"POLR3E",0.122560804221213,0.68091727431737,0.929,0.812,1
"RHPN2",0.122560804221213,0.992714422873529,0.929,0.812,1
"SELENBP1",0.122560804221213,0.993799701207716,0.929,0.812,1
"TTC39A",0.122560804221213,1.68560420716105,0.929,0.812,1
"GBP2",0.123969071535784,1.00206542406923,0.643,0.312,1
"GPATCH3",0.124046666037466,1.23426728175408,0.643,0.438,1
"RIPOR3",0.124461993289561,0.274290569104517,0.857,0.625,1
"CLEC11A",0.125178937878842,0.320735475127667,0.714,0.438,1
"APOO",0.125362196782586,0.477443720484142,0.857,0.562,1
"TSPYL4",0.125625374447279,1.08871685803081,0.571,0.312,1
"AHCYL2",0.126421206321504,1.63218741317962,0.786,0.562,1
"PDK3",0.126421206321504,0.983940536869596,0.786,0.562,1
"SNED1",0.126421206321504,0.942759092751955,0.786,0.562,1
"MAP2K5",0.126497301744724,0.931916328041074,1,0.625,1
"KRT15",0.126497301744724,1.23619674515192,0.857,0.75,1
"TMPRSS2",0.126497301744724,3.51166306720808,0.857,0.75,1
"COL16A1",0.126531422971005,0.543430212071141,0.714,0.5,1
"LRATD1",0.127054078739784,1.4200255068091,0.643,0.375,1
"ZNF41",0.127054078739784,1.22397263140796,0.643,0.375,1
"ELL",0.12724061086072,0.550460888231545,1,0.75,1
"IDE",0.12724061086072,0.521816807104157,1,0.75,1
"TMEM86A",0.127534127673006,1.22421299937107,0.571,0.25,1
"ANKRD50",0.128156355258903,0.730226038296678,0.929,0.625,1
"SPAG4",0.128156355258903,1.3213736013168,0.857,0.688,1
"WNT7B",0.128156355258903,1.24623248320607,0.857,0.688,1
"DCUN1D4",0.128403758217211,0.607726729856752,1,0.875,1
"DMXL2",0.128403758217211,0.521662315185246,1,0.875,1
"RWDD2A",0.128403758217211,0.962179404683675,1,0.875,1
"ALOX12",0.128935532233883,1.87205309352829,0.429,0.188,1
"MAMDC4",0.128935532233883,2.1804657868853,0.429,0.188,1
"REEP1",0.128935532233883,2.05299251206507,0.429,0.188,1
"RORC",0.128935532233883,1.88361931407882,0.429,0.188,1
"OSGEPL1",0.129491745355393,1.49285924450536,0.786,0.688,1
"ACTR3B",0.12973113030688,2.72198987541464,0.929,0.75,1
"BCDIN3D",0.12973113030688,0.366955633946683,0.929,0.75,1
"TNFRSF25",0.12973113030688,0.832690236482554,0.929,0.75,1
"MCM6",0.12973113030688,0.976392360043185,0.857,0.812,1
"TLCD1",0.12973113030688,0.597791986178077,0.857,0.812,1
"CASP4",0.130432437719908,0.461717262812896,0.929,0.875,1
"SQOR",0.130432437719908,0.782410960531681,0.929,0.875,1
"SWI5",0.130432437719908,0.328684884387976,0.929,0.875,1
"TRAPPC12",0.130432437719908,0.882924261108043,0.929,0.875,1
"FKBP11",0.130607059731228,0.806895433195651,0.929,1,1
"KANK1",0.130607059731228,0.582909930526448,1,0.938,1
"TRIM24",0.130607059731228,0.720701228028154,1,0.938,1
"CCDC6",0.130607059731228,0.547061815696888,1,1,1
"CRLF3",0.130607059731228,0.56091701981533,1,1,1
"ENSA",0.130607059731228,0.584471416828926,1,1,1
"ITPRIPL2",0.130607059731228,0.905701838326926,1,1,1
"JARID2",0.130607059731228,0.543270051858937,1,1,1
"MAP1LC3B",0.130607059731228,0.414412930537242,1,1,1
"MRPS18A",0.130607059731228,0.405977054110331,1,1,1
"NDRG2",0.130607059731228,1.05733324576409,1,1,1
"NDUFS1",0.130607059731228,0.509289358099535,1,1,1
"NUPR1",0.130607059731228,0.899203683725145,1,1,1
"ODF2L",0.130607059731228,0.769418570308863,1,1,1
"OGDH",0.130607059731228,0.369213002264233,1,1,1
"OGT",0.130607059731228,0.589561170643114,1,1,1
"PCYOX1",0.130607059731228,1.01304414503786,1,1,1
"PIK3C2A",0.130607059731228,1.23057845007164,1,1,1
"POLK",0.130607059731228,0.44587678431965,1,1,1
"RARS1",0.130607059731228,0.346078511087116,1,1,1
"RNF103",0.130607059731228,0.55734962116968,1,1,1
"SARAF",0.130607059731228,0.332088860269387,1,1,1
"SCFD1",0.130607059731228,0.664712528759295,1,1,1
"TMED4",0.130607059731228,0.355021197899385,1,1,1
"TMEM68",0.130607059731228,0.691286630130591,1,1,1
"URB1",0.130607059731228,1.01413823509358,1,1,1
"H2AC6",0.130974911581017,1.71751830282517,0.786,0.438,1
"JDP2",0.130974911581017,0.506983952186089,0.786,0.438,1
"DHRS13",0.131112427962146,1.39871847991423,0.714,0.625,1
"MMEL1",0.131112427962146,1.16973385148573,0.714,0.625,1
"CD302",0.131719898564649,0.639095096859558,0.929,0.688,1
"RADIL",0.131735714530076,1.25055075733042,0.786,0.5,1
"RASSF7",0.131735714530076,0.531856753582185,0.786,0.5,1
"SERINC2",0.131735714530076,0.660257750563464,0.786,0.5,1
"AIFM1",0.132810361245246,0.673053977331104,0.929,0.938,1
"BTBD2",0.133189449306994,0.564841804850921,0.929,0.812,1
"IPPK",0.133189449306994,0.837886480471344,0.929,0.812,1
"SLC22A5",0.133189449306994,1.06027428977808,0.929,0.812,1
"ZNF345",0.133189449306994,0.792310771448723,0.929,0.812,1
"MMP25",0.134132933533233,0.691414509555695,0.429,0.125,1
"LHPP",0.135255977102608,0.480333926792987,0.857,0.625,1
"LRRCC1",0.135255977102608,0.877067002933004,0.857,0.625,1
"RTKN",0.135255977102608,1.20224579887833,0.857,0.625,1
"IFIH1",0.135423021203537,1.29076915542289,0.643,0.438,1
"PEX6",0.135423021203537,0.824509906710243,0.643,0.438,1
"PLEKHH1",0.136276629487114,1.73428513111076,0.786,0.625,1
"C2CD2",0.13634521576501,1.56269824650764,0.643,0.5,1
"DDX28",0.137425680004855,0.50365089744389,1,0.625,1
"POLI",0.137425680004855,1.3186911049151,0.857,0.75,1
"RHOT1",0.137425680004855,0.725008962515979,0.857,0.75,1
"DNAJC27",0.137450091603665,0.52992162483702,0.786,0.562,1
"C1orf54",0.138804282069491,1.39594308947633,0.571,0.25,1
"KITLG",0.138804282069491,0.370379097559285,0.571,0.25,1
"AUNIP",0.139186106980909,1.20621813905636,0.857,0.688,1
"NAIF1",0.139186106980909,1.827828224879,0.857,0.688,1
"RTEL1",0.139186106980909,1.08502517142987,0.857,0.688,1
"KMT5C",0.139186106980909,2.19902091813338,0.786,0.75,1
"DNAH14",0.139361334124819,1.65706649888323,1,0.875,1
"FAIM",0.139361334124819,0.998985069347489,1,0.875,1
"MARCKSL1",0.139361334124819,0.546433119482343,1,0.875,1
"MARK4",0.139361334124819,1.25933359125375,1,0.875,1
"MED16",0.139361334124819,0.404894765704149,1,0.875,1
"PARP9",0.139361334124819,0.388280944360531,1,0.875,1
"INPP4A",0.140672904002075,1.13120603818812,0.786,0.688,1
"HEXD",0.140827185306555,0.546178601948739,0.929,0.75,1
"MCM9",0.140827185306555,0.648320274366597,0.929,0.75,1
"BRCC3",0.141559588282914,0.312545060338599,1,0.812,1
"TAF12",0.141559588282914,0.970203325803729,0.857,0.938,1
"CCNT2",0.141559588282914,0.814574237601077,0.929,0.875,1
"EDRF1",0.141559588282914,1.71727375403808,0.929,0.875,1
"ARHGEF7",0.141743617355409,1.06526340815202,0.929,1,1
"IFT43",0.141743617355409,0.715104370513567,0.929,1,1
"B4GALT4",0.141743617355409,0.503478711971882,1,0.938,1
"DRC9",0.141743617355409,0.778513421998221,1,0.938,1
"FBXW11",0.141743617355409,0.53201275437552,1,0.938,1
"GNPDA1",0.141743617355409,1.00326918550838,1,0.938,1
"HIPK2",0.141743617355409,0.692500455461222,1,0.938,1
"PLPBP",0.141743617355409,0.714885323963118,1,0.938,1
"RALGAPB",0.141743617355409,0.711301143345547,1,0.938,1
"RCC2",0.141743617355409,0.672662714895802,1,0.938,1
"SLC38A6",0.141743617355409,0.715004750284846,1,0.938,1
"SNAPIN",0.141743617355409,0.540853425106391,1,0.938,1
"ZNF224",0.141743617355409,1.68659260375342,1,0.938,1
"ALPK1",0.141743617355409,0.883742134474274,1,1,1
"ATP6V0B",0.141743617355409,0.363812180410996,1,1,1
"BLZF1",0.141743617355409,0.598970223926322,1,1,1
"CAPN1",0.141743617355409,0.529988790863364,1,1,1
"CNIH1",0.141743617355409,0.330487961305102,1,1,1
"CTNND1",0.141743617355409,0.78851264272989,1,1,1
"EIF1AX",0.141743617355409,0.390484924560118,1,1,1
"EIF2B4",0.141743617355409,0.340714355637709,1,1,1
"EIF4G1",0.141743617355409,0.473272313949701,1,1,1
"FRS2",0.141743617355409,0.730651917394426,1,1,1
"FTL",0.141743617355409,0.379036945095763,1,1,1
"GAPVD1",0.141743617355409,0.328871954132486,1,1,1
"GRN",0.141743617355409,0.405988295958139,1,1,1
"KLF11",0.141743617355409,0.92323983384308,1,1,1
"MRPL44",0.141743617355409,0.505074304276085,1,1,1
"NBR1",0.141743617355409,0.498265049067147,1,1,1
"RABIF",0.141743617355409,0.503382643893529,1,1,1
"RABL3",0.141743617355409,1.03674731624055,1,1,1
"RAP2B",0.141743617355409,0.793608253121875,1,1,1
"RPS6KB1",0.141743617355409,0.420972500743428,1,1,1
"SMG5",0.141743617355409,0.451298836095237,1,1,1
"SREBF2",0.141743617355409,0.570723865989108,1,1,1
"TNFAIP1",0.141743617355409,0.253967073638033,1,1,1
"TXNRD1",0.141743617355409,0.594690338861559,1,1,1
"USP7",0.141743617355409,1.59875324445291,1,1,1
"ZNF91",0.141743617355409,0.377039505656576,1,1,1
"JADE3",0.141745721566461,1.61709154438826,0.571,0.375,1
"ZNF750",0.142460163107301,1.88527958627547,0.714,0.625,1
"ACOX3",0.142936539985941,0.479039347125043,0.929,0.688,1
"EPB41L1",0.143172720485303,1.17791720383508,0.857,0.438,1
"SPTB",0.143172720485303,0.297562358979853,0.786,0.5,1
"ABCA1",0.143172720485303,1.32202492130763,0.714,0.562,1
"TMEM145",0.143172720485303,2.59938800015825,0.714,0.562,1
"PELI3",0.143994669332001,3.20279186645425,0.429,0.25,1
"CHPF2",0.144125900585999,0.763636760461966,0.929,0.938,1
"GALK1",0.144125900585999,0.657483605691618,0.929,0.938,1
"WDFY3",0.144125900585999,1.80351799566529,0.929,0.938,1
"RNF139",0.14449521025521,0.396283237012751,0.929,0.812,1
"TFB2M",0.14449521025521,0.753783206322343,0.929,0.812,1
"TMEM9",0.14449521025521,0.445034636457047,0.929,0.812,1
"BATF",0.144980842911878,3.70645934232222,0.286,0.125,1
"GGACT",0.147032159874655,0.643736172489719,0.643,0.312,1
"GPRC5B",0.147032159874655,0.419526769209102,0.643,0.312,1
"IL11RA",0.147614118637276,0.938917789281887,0.643,0.438,1
"PWWP2B",0.147614118637276,1.0856036201198,0.643,0.438,1
"GPRC5C",0.147891846990162,0.683848818112637,0.857,0.562,1
"MGAT4A",0.147891846990162,0.449205265761706,0.857,0.562,1
"WDR7",0.147891846990162,0.480819809986868,0.857,0.562,1
"INVS",0.147891846990162,0.905454304896815,0.786,0.625,1
"WNT9A",0.148296020548377,0.874206820891915,0.714,0.438,1
"AKR7A3",0.148525737131434,1.515626608227,0.429,0.188,1
"SLC9A1",0.149036262742382,1.00635588162319,0.857,0.75,1
"SDSL",0.149160108628176,0.888392673994388,0.786,0.562,1
"BEND3",0.149712085821554,0.995675696583459,0.714,0.5,1
"ISY1-RAB43",0.149712085821554,1.52182558253523,0.714,0.5,1
"ZYG11A",0.149786379600018,1.4486891559406,1,0.75,1
"FAM171B",0.150910537163479,1.05654140796447,0.857,0.688,1
"CFAP263",0.150910537163479,1.42353781827558,0.786,0.75,1
"LRRC27",0.150910537163479,2.04436956265141,0.786,0.75,1
"MB21D2",0.1509969886058,1.335429250589,0.643,0.375,1
"ZNF222",0.1509969886058,0.999717291057793,0.643,0.375,1
"BSDC1",0.15099980797355,0.595013118855915,1,0.875,1
"CPT2",0.15099980797355,0.941772756328799,1,0.875,1
"HIBCH",0.15099980797355,0.80194202135482,1,0.875,1
"HLA-B",0.15099980797355,1.07863581166802,1,0.875,1
"SRD5A3",0.15099980797355,0.890559206190849,1,0.875,1
"USP25",0.15099980797355,0.49123528242571,1,0.875,1
"ZNF785",0.15099980797355,1.92443590393664,1,0.875,1
"KLHL2",0.152548273506866,0.98228706465163,0.786,0.688,1
"XNDC1N",0.152548273506866,1.36402271034017,0.786,0.688,1
"B3GNT2",0.152616598477507,0.598740214927436,0.929,0.75,1
"MMGT1",0.152616598477507,0.607716382861016,0.929,0.75,1
"TMEM216",0.152616598477507,0.837009474055507,0.929,0.75,1
"ANKRD42",0.152616598477507,0.572700429433509,0.857,0.812,1
"ORMDL3",0.153378941764068,0.611988546284045,1,0.812,1
"RIMKLB",0.153378941764068,0.605976572839444,1,0.812,1
"UFSP2",0.153378941764068,0.784350286336317,1,0.812,1
"ZBTB45",0.153378941764068,1.03959117205135,1,0.812,1
"ZNF707",0.153378941764068,1.11193082992846,0.857,0.938,1
