"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
0.0274570248415524,0.749744750449042,1,0.812,1,"ZNF107"
0.0275127382988932,1.67761922189197,0.929,1,1,"PLA2G12A"
0.0275127382988932,1.2361296280145,1,0.938,1,"ACACA"
0.0275127382988932,0.715302755293812,1,0.938,1,"ADSS2"
0.0275127382988932,1.1631497875187,1,0.938,1,"CHERP"
0.0275127382988932,1.34633851333674,1,0.938,1,"KLHL8"
0.0275127382988932,0.738029887932825,1,0.938,1,"LAGE3"
0.0275127382988932,1.70395445524922,1,0.938,1,"UTP14C"
0.0275127382988932,0.984414548232104,1,1,1,"AHR"
0.0275127382988932,-1.00758123261241,1,1,1,"ANKLE2"
0.0275127382988932,1.51489015557572,1,1,1,"ANKRD10"
0.0275127382988932,0.593186505557709,1,1,1,"BTF3L4"
0.0275127382988932,0.357254026548322,1,1,1,"CDK5RAP3"
0.0275127382988932,1.19747377632183,1,1,1,"DBN1"
0.0275127382988932,0.981437416509956,1,1,1,"ECHDC2"
0.0275127382988932,0.427392189785504,1,1,1,"FTH1"
0.0275127382988932,-0.93269406187471,1,1,1,"OXSR1"
0.0275127382988932,-0.373181064635267,1,1,1,"PHB2"
0.0275127382988932,-0.795030162212655,1,1,1,"PTMS"
0.0275127382988932,0.694191192919435,1,1,1,"RAB13"
0.0275127382988932,1.63086264007415,1,1,1,"SERHL2"
0.0275127382988932,1.19887730152992,1,1,1,"SLC25A45"
